nid:67, ntitle:KD指标钝化的研判, tid:165, tname:股票, sql:insert into node_tags values(67,165)
nid:761, ntitle:运用开盘半小时判断全天走势, tid:1101, tname:反弹, sql:insert into node_tags values(761,1101)
nid:763, ntitle:你真的会用布林线指标吗？, tid:165, tname:股票, sql:insert into node_tags values(763,165)
nid:763, ntitle:你真的会用布林线指标吗？, tid:1059, tname:突破, sql:insert into node_tags values(763,1059)
nid:763, ntitle:你真的会用布林线指标吗？, tid:18, tname:突破, sql:insert into node_tags values(763,18)
nid:763, ntitle:你真的会用布林线指标吗？, tid:16, tname:盘整, sql:insert into node_tags values(763,16)
nid:763, ntitle:你真的会用布林线指标吗？, tid:1057, tname:盘整, sql:insert into node_tags values(763,1057)
nid:763, ntitle:你真的会用布林线指标吗？, tid:993, tname:趋势, sql:insert into node_tags values(763,993)
nid:769, ntitle:股市十几年的固定规律, tid:51, tname:行情, sql:insert into node_tags values(769,51)
nid:769, ntitle:股市十几年的固定规律, tid:1092, tname:行情, sql:insert into node_tags values(769,1092)
nid:769, ntitle:股市十几年的固定规律, tid:53, tname:牛市, sql:insert into node_tags values(769,53)
nid:769, ntitle:股市十几年的固定规律, tid:1094, tname:牛市, sql:insert into node_tags values(769,1094)
nid:769, ntitle:股市十几年的固定规律, tid:840, tname:净资产, sql:insert into node_tags values(769,840)
nid:773, ntitle:选股重质更应重“势”, tid:165, tname:股票, sql:insert into node_tags values(773,165)
nid:773, ntitle:选股重质更应重“势”, tid:462, tname:股东, sql:insert into node_tags values(773,462)
nid:773, ntitle:选股重质更应重“势”, tid:1101, tname:反弹, sql:insert into node_tags values(773,1101)
nid:773, ntitle:选股重质更应重“势”, tid:1092, tname:行情, sql:insert into node_tags values(773,1092)
nid:773, ntitle:选股重质更应重“势”, tid:60, tname:反弹, sql:insert into node_tags values(773,60)
nid:773, ntitle:选股重质更应重“势”, tid:1108, tname:换手率, sql:insert into node_tags values(773,1108)
nid:778, ntitle:利用MACD二次翻红捕捉起涨点, tid:165, tname:股票, sql:insert into node_tags values(778,165)
nid:778, ntitle:利用MACD二次翻红捕捉起涨点, tid:1092, tname:行情, sql:insert into node_tags values(778,1092)
nid:778, ntitle:利用MACD二次翻红捕捉起涨点, tid:978, tname:K线, sql:insert into node_tags values(778,978)
nid:778, ntitle:利用MACD二次翻红捕捉起涨点, tid:51, tname:行情, sql:insert into node_tags values(778,51)
nid:778, ntitle:利用MACD二次翻红捕捉起涨点, tid:83, tname:K线, sql:insert into node_tags values(778,83)
nid:779, ntitle:下影线预示重要作用, tid:165, tname:股票, sql:insert into node_tags values(779,165)
nid:779, ntitle:下影线预示重要作用, tid:986, tname:下影线, sql:insert into node_tags values(779,986)
nid:779, ntitle:下影线预示重要作用, tid:84, tname:下影线, sql:insert into node_tags values(779,84)
nid:779, ntitle:下影线预示重要作用, tid:83, tname:K线, sql:insert into node_tags values(779,83)
nid:779, ntitle:下影线预示重要作用, tid:978, tname:K线, sql:insert into node_tags values(779,978)
nid:779, ntitle:下影线预示重要作用, tid:993, tname:趋势, sql:insert into node_tags values(779,993)
nid:782, ntitle:新股的炒作规律, tid:165, tname:股票, sql:insert into node_tags values(782,165)
nid:782, ntitle:新股的炒作规律, tid:60, tname:反弹, sql:insert into node_tags values(782,60)
nid:782, ntitle:新股的炒作规律, tid:1101, tname:反弹, sql:insert into node_tags values(782,1101)
nid:782, ntitle:新股的炒作规律, tid:1052, tname:开高, sql:insert into node_tags values(782,1052)
nid:782, ntitle:新股的炒作规律, tid:1051, tname:价位, sql:insert into node_tags values(782,1051)
nid:782, ntitle:新股的炒作规律, tid:1054, tname:开低, sql:insert into node_tags values(782,1054)
nid:783, ntitle:怎么判断量价配合关系?, tid:165, tname:股票, sql:insert into node_tags values(783,165)
nid:783, ntitle:怎么判断量价配合关系?, tid:993, tname:趋势, sql:insert into node_tags values(783,993)
nid:783, ntitle:怎么判断量价配合关系?, tid:94, tname:趋势, sql:insert into node_tags values(783,94)
nid:783, ntitle:怎么判断量价配合关系?, tid:20, tname:反转, sql:insert into node_tags values(783,20)
nid:783, ntitle:怎么判断量价配合关系?, tid:1061, tname:反转, sql:insert into node_tags values(783,1061)
nid:783, ntitle:怎么判断量价配合关系?, tid:1051, tname:价位, sql:insert into node_tags values(783,1051)
nid:784, ntitle:“主升浪”行情来临的几大征兆, tid:165, tname:股票, sql:insert into node_tags values(784,165)
nid:784, ntitle:“主升浪”行情来临的几大征兆, tid:1092, tname:行情, sql:insert into node_tags values(784,1092)
nid:784, ntitle:“主升浪”行情来临的几大征兆, tid:51, tname:行情, sql:insert into node_tags values(784,51)
nid:784, ntitle:“主升浪”行情来临的几大征兆, tid:993, tname:趋势, sql:insert into node_tags values(784,993)
nid:784, ntitle:“主升浪”行情来临的几大征兆, tid:94, tname:趋势, sql:insert into node_tags values(784,94)
nid:784, ntitle:“主升浪”行情来临的几大征兆, tid:1048, tname:多头, sql:insert into node_tags values(784,1048)
nid:786, ntitle:短线择股三要领量指标均线, tid:165, tname:股票, sql:insert into node_tags values(786,165)
nid:786, ntitle:短线择股三要领量指标均线, tid:18, tname:突破, sql:insert into node_tags values(786,18)
nid:786, ntitle:短线择股三要领量指标均线, tid:1059, tname:突破, sql:insert into node_tags values(786,1059)
nid:786, ntitle:短线择股三要领量指标均线, tid:1048, tname:多头, sql:insert into node_tags values(786,1048)
nid:786, ntitle:短线择股三要领量指标均线, tid:69, tname:割肉, sql:insert into node_tags values(786,69)
nid:786, ntitle:短线择股三要领量指标均线, tid:1086, tname:出货, sql:insert into node_tags values(786,1086)
nid:787, ntitle:短线看盘十八法, tid:165, tname:股票, sql:insert into node_tags values(787,165)
nid:787, ntitle:短线看盘十八法, tid:9, tname:涨跌, sql:insert into node_tags values(787,9)
nid:787, ntitle:短线看盘十八法, tid:1050, tname:涨跌, sql:insert into node_tags values(787,1050)
nid:787, ntitle:短线看盘十八法, tid:993, tname:趋势, sql:insert into node_tags values(787,993)
nid:787, ntitle:短线看盘十八法, tid:94, tname:趋势, sql:insert into node_tags values(787,94)
nid:787, ntitle:短线看盘十八法, tid:51, tname:行情, sql:insert into node_tags values(787,51)
nid:788, ntitle:看月线把握未来中期走势, tid:165, tname:股票, sql:insert into node_tags values(788,165)
nid:788, ntitle:看月线把握未来中期走势, tid:94, tname:趋势, sql:insert into node_tags values(788,94)
nid:788, ntitle:看月线把握未来中期走势, tid:993, tname:趋势, sql:insert into node_tags values(788,993)
nid:788, ntitle:看月线把握未来中期走势, tid:106, tname:KDJ指标, sql:insert into node_tags values(788,106)
nid:788, ntitle:看月线把握未来中期走势, tid:1006, tname:KDJ指标, sql:insert into node_tags values(788,1006)
nid:788, ntitle:看月线把握未来中期走势, tid:1050, tname:涨跌, sql:insert into node_tags values(788,1050)
nid:790, ntitle:十种不应该下单的情况, tid:165, tname:股票, sql:insert into node_tags values(790,165)
nid:790, ntitle:十种不应该下单的情况, tid:1101, tname:反弹, sql:insert into node_tags values(790,1101)
nid:790, ntitle:十种不应该下单的情况, tid:60, tname:反弹, sql:insert into node_tags values(790,60)
nid:790, ntitle:十种不应该下单的情况, tid:993, tname:趋势, sql:insert into node_tags values(790,993)
nid:790, ntitle:十种不应该下单的情况, tid:94, tname:趋势, sql:insert into node_tags values(790,94)
nid:790, ntitle:十种不应该下单的情况, tid:1110, tname:割肉, sql:insert into node_tags values(790,1110)
nid:796, ntitle:底部反转技术特点：抱线, tid:165, tname:股票, sql:insert into node_tags values(796,165)
nid:796, ntitle:底部反转技术特点：抱线, tid:978, tname:K线, sql:insert into node_tags values(796,978)
nid:796, ntitle:底部反转技术特点：抱线, tid:83, tname:K线, sql:insert into node_tags values(796,83)
nid:796, ntitle:底部反转技术特点：抱线, tid:22, tname:底部, sql:insert into node_tags values(796,22)
nid:796, ntitle:底部反转技术特点：抱线, tid:1063, tname:底部, sql:insert into node_tags values(796,1063)
nid:796, ntitle:底部反转技术特点：抱线, tid:84, tname:下影线, sql:insert into node_tags values(796,84)
nid:798, ntitle:看盘技巧与循环投资, tid:165, tname:股票, sql:insert into node_tags values(798,165)
nid:798, ntitle:看盘技巧与循环投资, tid:51, tname:行情, sql:insert into node_tags values(798,51)
nid:798, ntitle:看盘技巧与循环投资, tid:1092, tname:行情, sql:insert into node_tags values(798,1092)
nid:798, ntitle:看盘技巧与循环投资, tid:448, tname:公司, sql:insert into node_tags values(798,448)
nid:798, ntitle:看盘技巧与循环投资, tid:352, tname:证券, sql:insert into node_tags values(798,352)
nid:798, ntitle:看盘技巧与循环投资, tid:94, tname:趋势, sql:insert into node_tags values(798,94)
nid:801, ntitle:开盘5分钟下单战法, tid:165, tname:股票, sql:insert into node_tags values(801,165)
nid:801, ntitle:开盘5分钟下单战法, tid:978, tname:K线, sql:insert into node_tags values(801,978)
nid:801, ntitle:开盘5分钟下单战法, tid:83, tname:K线, sql:insert into node_tags values(801,83)
nid:801, ntitle:开盘5分钟下单战法, tid:1063, tname:底部, sql:insert into node_tags values(801,1063)
nid:801, ntitle:开盘5分钟下单战法, tid:22, tname:底部, sql:insert into node_tags values(801,22)
nid:803, ntitle:如何辨别真假买单, tid:165, tname:股票, sql:insert into node_tags values(803,165)
nid:803, ntitle:如何辨别真假买单, tid:1051, tname:价位, sql:insert into node_tags values(803,1051)
nid:803, ntitle:如何辨别真假买单, tid:10, tname:价位, sql:insert into node_tags values(803,10)
nid:805, ntitle:周K线三大要素, tid:165, tname:股票, sql:insert into node_tags values(805,165)
nid:805, ntitle:周K线三大要素, tid:1059, tname:突破, sql:insert into node_tags values(805,1059)
nid:805, ntitle:周K线三大要素, tid:18, tname:突破, sql:insert into node_tags values(805,18)
nid:805, ntitle:周K线三大要素, tid:83, tname:K线, sql:insert into node_tags values(805,83)
nid:805, ntitle:周K线三大要素, tid:978, tname:K线, sql:insert into node_tags values(805,978)
nid:805, ntitle:周K线三大要素, tid:1061, tname:反转, sql:insert into node_tags values(805,1061)
nid:810, ntitle:万能均线之操作技巧, tid:165, tname:股票, sql:insert into node_tags values(810,165)
nid:810, ntitle:万能均线之操作技巧, tid:993, tname:趋势, sql:insert into node_tags values(810,993)
nid:810, ntitle:万能均线之操作技巧, tid:94, tname:趋势, sql:insert into node_tags values(810,94)
nid:810, ntitle:万能均线之操作技巧, tid:15, tname:跌势, sql:insert into node_tags values(810,15)
nid:810, ntitle:万能均线之操作技巧, tid:831, tname:技术分析, sql:insert into node_tags values(810,831)
nid:810, ntitle:万能均线之操作技巧, tid:1059, tname:突破, sql:insert into node_tags values(810,1059)
nid:812, ntitle:涨停背后的盘口密码, tid:165, tname:股票, sql:insert into node_tags values(812,165)
nid:812, ntitle:涨停背后的盘口密码, tid:1092, tname:行情, sql:insert into node_tags values(812,1092)
nid:812, ntitle:涨停背后的盘口密码, tid:51, tname:行情, sql:insert into node_tags values(812,51)
nid:812, ntitle:涨停背后的盘口密码, tid:1083, tname:大户, sql:insert into node_tags values(812,1083)
nid:812, ntitle:涨停背后的盘口密码, tid:42, tname:大户, sql:insert into node_tags values(812,42)
nid:812, ntitle:涨停背后的盘口密码, tid:1109, tname:洗盘, sql:insert into node_tags values(812,1109)
nid:813, ntitle:“M头”和“W底”的转换大机密, tid:165, tname:股票, sql:insert into node_tags values(813,165)
nid:813, ntitle:“M头”和“W底”的转换大机密, tid:1049, tname:空头, sql:insert into node_tags values(813,1049)
nid:813, ntitle:“M头”和“W底”的转换大机密, tid:8, tname:空头, sql:insert into node_tags values(813,8)
nid:814, ntitle:妙招预知盘中股票拉升, tid:165, tname:股票, sql:insert into node_tags values(814,165)
nid:814, ntitle:妙招预知盘中股票拉升, tid:1086, tname:出货, sql:insert into node_tags values(814,1086)
nid:814, ntitle:妙招预知盘中股票拉升, tid:1050, tname:涨跌, sql:insert into node_tags values(814,1050)
nid:814, ntitle:妙招预知盘中股票拉升, tid:9, tname:涨跌, sql:insert into node_tags values(814,9)
nid:814, ntitle:妙招预知盘中股票拉升, tid:45, tname:出货, sql:insert into node_tags values(814,45)
nid:816, ntitle:周线图应用的实战技巧, tid:165, tname:股票, sql:insert into node_tags values(816,165)
nid:816, ntitle:周线图应用的实战技巧, tid:18, tname:突破, sql:insert into node_tags values(816,18)
nid:816, ntitle:周线图应用的实战技巧, tid:1059, tname:突破, sql:insert into node_tags values(816,1059)
nid:816, ntitle:周线图应用的实战技巧, tid:978, tname:K线, sql:insert into node_tags values(816,978)
nid:816, ntitle:周线图应用的实战技巧, tid:1063, tname:底部, sql:insert into node_tags values(816,1063)
nid:816, ntitle:周线图应用的实战技巧, tid:1101, tname:反弹, sql:insert into node_tags values(816,1101)
nid:818, ntitle:如何接近“抄底”？, tid:165, tname:股票, sql:insert into node_tags values(818,165)
nid:818, ntitle:如何接近“抄底”？, tid:1063, tname:底部, sql:insert into node_tags values(818,1063)
nid:818, ntitle:如何接近“抄底”？, tid:18, tname:突破, sql:insert into node_tags values(818,18)
nid:818, ntitle:如何接近“抄底”？, tid:22, tname:底部, sql:insert into node_tags values(818,22)
nid:818, ntitle:如何接近“抄底”？, tid:1059, tname:突破, sql:insert into node_tags values(818,1059)
nid:818, ntitle:如何接近“抄底”？, tid:6, tname:日成交额, sql:insert into node_tags values(818,6)
nid:820, ntitle:利好来临 破位抄底的两个步骤, tid:165, tname:股票, sql:insert into node_tags values(820,165)
nid:820, ntitle:利好来临 破位抄底的两个步骤, tid:1092, tname:行情, sql:insert into node_tags values(820,1092)
nid:820, ntitle:利好来临 破位抄底的两个步骤, tid:51, tname:行情, sql:insert into node_tags values(820,51)
nid:820, ntitle:利好来临 破位抄底的两个步骤, tid:1101, tname:反弹, sql:insert into node_tags values(820,1101)
nid:820, ntitle:利好来临 破位抄底的两个步骤, tid:60, tname:反弹, sql:insert into node_tags values(820,60)
nid:820, ntitle:利好来临 破位抄底的两个步骤, tid:1063, tname:底部, sql:insert into node_tags values(820,1063)
nid:827, ntitle:透过“技术形态”判断顶部, tid:165, tname:股票, sql:insert into node_tags values(827,165)
nid:827, ntitle:透过“技术形态”判断顶部, tid:60, tname:反弹, sql:insert into node_tags values(827,60)
nid:827, ntitle:透过“技术形态”判断顶部, tid:1101, tname:反弹, sql:insert into node_tags values(827,1101)
nid:827, ntitle:透过“技术形态”判断顶部, tid:94, tname:趋势, sql:insert into node_tags values(827,94)
nid:827, ntitle:透过“技术形态”判断顶部, tid:993, tname:趋势, sql:insert into node_tags values(827,993)
nid:827, ntitle:透过“技术形态”判断顶部, tid:1057, tname:盘整, sql:insert into node_tags values(827,1057)
nid:839, ntitle:移动平均线把握短线卖点, tid:165, tname:股票, sql:insert into node_tags values(839,165)
nid:839, ntitle:移动平均线把握短线卖点, tid:18, tname:突破, sql:insert into node_tags values(839,18)
nid:839, ntitle:移动平均线把握短线卖点, tid:993, tname:趋势, sql:insert into node_tags values(839,993)
nid:839, ntitle:移动平均线把握短线卖点, tid:1060, tname:跌破, sql:insert into node_tags values(839,1060)
nid:839, ntitle:移动平均线把握短线卖点, tid:94, tname:趋势, sql:insert into node_tags values(839,94)
nid:839, ntitle:移动平均线把握短线卖点, tid:1059, tname:突破, sql:insert into node_tags values(839,1059)
nid:844, ntitle:判断中长期趋势的两个工具, tid:165, tname:股票, sql:insert into node_tags values(844,165)
nid:844, ntitle:判断中长期趋势的两个工具, tid:993, tname:趋势, sql:insert into node_tags values(844,993)
nid:844, ntitle:判断中长期趋势的两个工具, tid:94, tname:趋势, sql:insert into node_tags values(844,94)
nid:844, ntitle:判断中长期趋势的两个工具, tid:51, tname:行情, sql:insert into node_tags values(844,51)
nid:844, ntitle:判断中长期趋势的两个工具, tid:1092, tname:行情, sql:insert into node_tags values(844,1092)
nid:844, ntitle:判断中长期趋势的两个工具, tid:1059, tname:突破, sql:insert into node_tags values(844,1059)
nid:846, ntitle:看盘细节之新股首日异动, tid:165, tname:股票, sql:insert into node_tags values(846,165)
nid:846, ntitle:看盘细节之新股首日异动, tid:67, tname:换手率, sql:insert into node_tags values(846,67)
nid:846, ntitle:看盘细节之新股首日异动, tid:1108, tname:换手率, sql:insert into node_tags values(846,1108)
nid:846, ntitle:看盘细节之新股首日异动, tid:1080, tname:利多, sql:insert into node_tags values(846,1080)
nid:846, ntitle:看盘细节之新股首日异动, tid:1057, tname:盘整, sql:insert into node_tags values(846,1057)
nid:846, ntitle:看盘细节之新股首日异动, tid:10, tname:价位, sql:insert into node_tags values(846,10)
nid:847, ntitle:选股宜看周线, tid:165, tname:股票, sql:insert into node_tags values(847,165)
nid:847, ntitle:选股宜看周线, tid:1092, tname:行情, sql:insert into node_tags values(847,1092)
nid:847, ntitle:选股宜看周线, tid:51, tname:行情, sql:insert into node_tags values(847,51)
nid:856, ntitle:看盘细节之顺势而压的大单, tid:165, tname:股票, sql:insert into node_tags values(856,165)
nid:856, ntitle:看盘细节之顺势而压的大单, tid:1051, tname:价位, sql:insert into node_tags values(856,1051)
nid:856, ntitle:看盘细节之顺势而压的大单, tid:10, tname:价位, sql:insert into node_tags values(856,10)
nid:856, ntitle:看盘细节之顺势而压的大单, tid:1063, tname:底部, sql:insert into node_tags values(856,1063)
nid:856, ntitle:看盘细节之顺势而压的大单, tid:94, tname:趋势, sql:insert into node_tags values(856,94)
nid:856, ntitle:看盘细节之顺势而压的大单, tid:993, tname:趋势, sql:insert into node_tags values(856,993)
nid:859, ntitle:长期牛股的看盘技巧, tid:165, tname:股票, sql:insert into node_tags values(859,165)
nid:859, ntitle:长期牛股的看盘技巧, tid:22, tname:底部, sql:insert into node_tags values(859,22)
nid:859, ntitle:长期牛股的看盘技巧, tid:1063, tname:底部, sql:insert into node_tags values(859,1063)
nid:859, ntitle:长期牛股的看盘技巧, tid:1060, tname:跌破, sql:insert into node_tags values(859,1060)
nid:859, ntitle:长期牛股的看盘技巧, tid:83, tname:K线, sql:insert into node_tags values(859,83)
nid:859, ntitle:长期牛股的看盘技巧, tid:978, tname:K线, sql:insert into node_tags values(859,978)
nid:864, ntitle:大跌中如何关注一板块, tid:165, tname:股票, sql:insert into node_tags values(864,165)
nid:864, ntitle:大跌中如何关注一板块, tid:448, tname:公司, sql:insert into node_tags values(864,448)
nid:864, ntitle:大跌中如何关注一板块, tid:51, tname:行情, sql:insert into node_tags values(864,51)
nid:864, ntitle:大跌中如何关注一板块, tid:1092, tname:行情, sql:insert into node_tags values(864,1092)
nid:864, ntitle:大跌中如何关注一板块, tid:890, tname:行业, sql:insert into node_tags values(864,890)
nid:864, ntitle:大跌中如何关注一板块, tid:1057, tname:盘整, sql:insert into node_tags values(864,1057)
nid:867, ntitle:如何跟着聪明钱赚钱？, tid:165, tname:股票, sql:insert into node_tags values(867,165)
nid:867, ntitle:如何跟着聪明钱赚钱？, tid:1092, tname:行情, sql:insert into node_tags values(867,1092)
nid:867, ntitle:如何跟着聪明钱赚钱？, tid:51, tname:行情, sql:insert into node_tags values(867,51)
nid:867, ntitle:如何跟着聪明钱赚钱？, tid:448, tname:公司, sql:insert into node_tags values(867,448)
nid:867, ntitle:如何跟着聪明钱赚钱？, tid:492, tname:证券公司, sql:insert into node_tags values(867,492)
nid:867, ntitle:如何跟着聪明钱赚钱？, tid:1114, tname:证券公司, sql:insert into node_tags values(867,1114)
nid:871, ntitle:看K线炒股的奥秘, tid:165, tname:股票, sql:insert into node_tags values(871,165)
nid:871, ntitle:看K线炒股的奥秘, tid:1092, tname:行情, sql:insert into node_tags values(871,1092)
nid:871, ntitle:看K线炒股的奥秘, tid:51, tname:行情, sql:insert into node_tags values(871,51)
nid:871, ntitle:看K线炒股的奥秘, tid:4, tname:跳空, sql:insert into node_tags values(871,4)
nid:871, ntitle:看K线炒股的奥秘, tid:1045, tname:跳空, sql:insert into node_tags values(871,1045)
nid:871, ntitle:看K线炒股的奥秘, tid:978, tname:K线, sql:insert into node_tags values(871,978)
nid:872, ntitle:紧盯新能源概念股, tid:165, tname:股票, sql:insert into node_tags values(872,165)
nid:872, ntitle:紧盯新能源概念股, tid:448, tname:公司, sql:insert into node_tags values(872,448)
nid:872, ntitle:紧盯新能源概念股, tid:381, tname:利润, sql:insert into node_tags values(872,381)
nid:872, ntitle:紧盯新能源概念股, tid:880, tname:货币政策, sql:insert into node_tags values(872,880)
nid:872, ntitle:紧盯新能源概念股, tid:1092, tname:行情, sql:insert into node_tags values(872,1092)
nid:872, ntitle:紧盯新能源概念股, tid:51, tname:行情, sql:insert into node_tags values(872,51)
nid:874, ntitle:股市赚钱硬道理――坚持正确的投资理念, tid:165, tname:股票, sql:insert into node_tags values(874,165)
nid:874, ntitle:股市赚钱硬道理――坚持正确的投资理念, tid:486, tname:资产, sql:insert into node_tags values(874,486)
nid:874, ntitle:股市赚钱硬道理――坚持正确的投资理念, tid:448, tname:公司, sql:insert into node_tags values(874,448)
nid:874, ntitle:股市赚钱硬道理――坚持正确的投资理念, tid:51, tname:行情, sql:insert into node_tags values(874,51)
nid:874, ntitle:股市赚钱硬道理――坚持正确的投资理念, tid:366, tname:金融市场, sql:insert into node_tags values(874,366)
nid:874, ntitle:股市赚钱硬道理――坚持正确的投资理念, tid:352, tname:证券, sql:insert into node_tags values(874,352)
nid:875, ntitle:股市中，为什么赔钱的总是你？, tid:165, tname:股票, sql:insert into node_tags values(875,165)
nid:875, ntitle:股市中，为什么赔钱的总是你？, tid:43, tname:散户, sql:insert into node_tags values(875,43)
nid:875, ntitle:股市中，为什么赔钱的总是你？, tid:1084, tname:散户, sql:insert into node_tags values(875,1084)
nid:875, ntitle:股市中，为什么赔钱的总是你？, tid:51, tname:行情, sql:insert into node_tags values(875,51)
nid:875, ntitle:股市中，为什么赔钱的总是你？, tid:1092, tname:行情, sql:insert into node_tags values(875,1092)
nid:875, ntitle:股市中，为什么赔钱的总是你？, tid:1111, tname:跌停板, sql:insert into node_tags values(875,1111)
nid:876, ntitle:大跌之后如何捕捉强力上涨股, tid:165, tname:股票, sql:insert into node_tags values(876,165)
nid:876, ntitle:大跌之后如何捕捉强力上涨股, tid:448, tname:公司, sql:insert into node_tags values(876,448)
nid:876, ntitle:大跌之后如何捕捉强力上涨股, tid:51, tname:行情, sql:insert into node_tags values(876,51)
nid:876, ntitle:大跌之后如何捕捉强力上涨股, tid:1092, tname:行情, sql:insert into node_tags values(876,1092)
nid:876, ntitle:大跌之后如何捕捉强力上涨股, tid:486, tname:资产, sql:insert into node_tags values(876,486)
nid:876, ntitle:大跌之后如何捕捉强力上涨股, tid:352, tname:证券, sql:insert into node_tags values(876,352)
nid:877, ntitle:训练看盘技巧 把握向上突破契机, tid:165, tname:股票, sql:insert into node_tags values(877,165)
nid:877, ntitle:训练看盘技巧 把握向上突破契机, tid:18, tname:突破, sql:insert into node_tags values(877,18)
nid:877, ntitle:训练看盘技巧 把握向上突破契机, tid:1059, tname:突破, sql:insert into node_tags values(877,1059)
nid:877, ntitle:训练看盘技巧 把握向上突破契机, tid:45, tname:出货, sql:insert into node_tags values(877,45)
nid:877, ntitle:训练看盘技巧 把握向上突破契机, tid:1086, tname:出货, sql:insert into node_tags values(877,1086)
nid:877, ntitle:训练看盘技巧 把握向上突破契机, tid:1079, tname:利空, sql:insert into node_tags values(877,1079)
nid:881, ntitle:成交量变化八规律, tid:165, tname:股票, sql:insert into node_tags values(881,165)
nid:881, ntitle:成交量变化八规律, tid:94, tname:趋势, sql:insert into node_tags values(881,94)
nid:881, ntitle:成交量变化八规律, tid:993, tname:趋势, sql:insert into node_tags values(881,993)
nid:881, ntitle:成交量变化八规律, tid:1056, tname:跌势, sql:insert into node_tags values(881,1056)
nid:881, ntitle:成交量变化八规律, tid:1063, tname:底部, sql:insert into node_tags values(881,1063)
nid:881, ntitle:成交量变化八规律, tid:7, tname:多头, sql:insert into node_tags values(881,7)
nid:884, ntitle:如何解析与运用―大买单？, tid:165, tname:股票, sql:insert into node_tags values(884,165)
nid:884, ntitle:如何解析与运用―大买单？, tid:1051, tname:价位, sql:insert into node_tags values(884,1051)
nid:884, ntitle:如何解析与运用―大买单？, tid:1086, tname:出货, sql:insert into node_tags values(884,1086)
nid:884, ntitle:如何解析与运用―大买单？, tid:993, tname:趋势, sql:insert into node_tags values(884,993)
nid:884, ntitle:如何解析与运用―大买单？, tid:10, tname:价位, sql:insert into node_tags values(884,10)
nid:884, ntitle:如何解析与运用―大买单？, tid:94, tname:趋势, sql:insert into node_tags values(884,94)
nid:885, ntitle:均线夹层的卖出意义, tid:165, tname:股票, sql:insert into node_tags values(885,165)
nid:885, ntitle:均线夹层的卖出意义, tid:18, tname:突破, sql:insert into node_tags values(885,18)
nid:885, ntitle:均线夹层的卖出意义, tid:1059, tname:突破, sql:insert into node_tags values(885,1059)
nid:885, ntitle:均线夹层的卖出意义, tid:978, tname:K线, sql:insert into node_tags values(885,978)
nid:885, ntitle:均线夹层的卖出意义, tid:83, tname:K线, sql:insert into node_tags values(885,83)
nid:885, ntitle:均线夹层的卖出意义, tid:1055, tname:涨势, sql:insert into node_tags values(885,1055)
nid:886, ntitle:提防“操纵开盘价”陷阱, tid:165, tname:股票, sql:insert into node_tags values(886,165)
nid:886, ntitle:提防“操纵开盘价”陷阱, tid:352, tname:证券, sql:insert into node_tags values(886,352)
nid:886, ntitle:提防“操纵开盘价”陷阱, tid:701, tname:集合竞价, sql:insert into node_tags values(886,701)
nid:886, ntitle:提防“操纵开盘价”陷阱, tid:614, tname:证券交易, sql:insert into node_tags values(886,614)
nid:886, ntitle:提防“操纵开盘价”陷阱, tid:42, tname:大户, sql:insert into node_tags values(886,42)
nid:886, ntitle:提防“操纵开盘价”陷阱, tid:51, tname:行情, sql:insert into node_tags values(886,51)
nid:887, ntitle:为何日K线下影越长有利多方, tid:165, tname:股票, sql:insert into node_tags values(887,165)
nid:887, ntitle:为何日K线下影越长有利多方, tid:986, tname:下影线, sql:insert into node_tags values(887,986)
nid:887, ntitle:为何日K线下影越长有利多方, tid:84, tname:下影线, sql:insert into node_tags values(887,84)
nid:887, ntitle:为何日K线下影越长有利多方, tid:978, tname:K线, sql:insert into node_tags values(887,978)
nid:887, ntitle:为何日K线下影越长有利多方, tid:83, tname:K线, sql:insert into node_tags values(887,83)
nid:887, ntitle:为何日K线下影越长有利多方, tid:92, tname:上影线, sql:insert into node_tags values(887,92)
nid:888, ntitle:五招在盘中底部把握战机, tid:165, tname:股票, sql:insert into node_tags values(888,165)
nid:888, ntitle:五招在盘中底部把握战机, tid:1063, tname:底部, sql:insert into node_tags values(888,1063)
nid:888, ntitle:五招在盘中底部把握战机, tid:22, tname:底部, sql:insert into node_tags values(888,22)
nid:888, ntitle:五招在盘中底部把握战机, tid:1092, tname:行情, sql:insert into node_tags values(888,1092)
nid:888, ntitle:五招在盘中底部把握战机, tid:381, tname:利润, sql:insert into node_tags values(888,381)
nid:888, ntitle:五招在盘中底部把握战机, tid:51, tname:行情, sql:insert into node_tags values(888,51)
nid:889, ntitle:快速发现目标：盘口语言, tid:165, tname:股票, sql:insert into node_tags values(889,165)
nid:889, ntitle:快速发现目标：盘口语言, tid:83, tname:K线, sql:insert into node_tags values(889,83)
nid:889, ntitle:快速发现目标：盘口语言, tid:978, tname:K线, sql:insert into node_tags values(889,978)
nid:889, ntitle:快速发现目标：盘口语言, tid:979, tname:日K线图, sql:insert into node_tags values(889,979)
nid:889, ntitle:快速发现目标：盘口语言, tid:75, tname:日K线图, sql:insert into node_tags values(889,75)
nid:889, ntitle:快速发现目标：盘口语言, tid:1086, tname:出货, sql:insert into node_tags values(889,1086)
nid:890, ntitle:挂单全撤之细节分析, tid:165, tname:股票, sql:insert into node_tags values(890,165)
nid:890, ntitle:挂单全撤之细节分析, tid:1051, tname:价位, sql:insert into node_tags values(890,1051)
nid:890, ntitle:挂单全撤之细节分析, tid:10, tname:价位, sql:insert into node_tags values(890,10)
